"uri","label"
"http://publications.europa.eu/resource/authority/resource-type/WITHD_AGREE","Withdrawal agreement"
"http://publications.europa.eu/resource/authority/resource-type/OPIN_EVL","Opinion on evaluation"
"http://publications.europa.eu/resource/authority/resource-type/EXPL_MEMORANDUM","Explanatory memorandum"
"http://publications.europa.eu/resource/authority/resource-type/CONTRIB_CONSULT","Contributions to the consultation"
"http://publications.europa.eu/resource/authority/resource-type/ANNEX_CONTRIB_CONSULT","Documents annexed to contributions"
"http://publications.europa.eu/resource/authority/resource-type/BACKGROUND_DOC","Background document"
"http://publications.europa.eu/resource/authority/resource-type/OPIN_FC","Opinion on fitness check"
"http://publications.europa.eu/resource/authority/resource-type/DRAFT_NATION_LEGIS","Draft national legislation"
"http://publications.europa.eu/resource/authority/resource-type/FACTSHEET","Factsheet"
"http://publications.europa.eu/resource/authority/resource-type/OPIN_EXP","Expert opinion"
"http://publications.europa.eu/resource/authority/resource-type/PROCUREMENT_NOTICE","Procurement notice"
